Year,Date_of_capture,Pass,Latitude,Longitude,Depth_m,Region,SEX,Length,Length_manual,Length_manual_2,Wt_kg,Age,Certainty,Biological_maturity,Functional_maturity,Prop_atresia,Oocyte_1,Oocyte_2,Oocyte_3,Oocyte_4_1,Oocyte_4_2,Oocyte_5,Oocyte_6,Oocyte_7,Oocyte_8,Oocyte_9,Oocyte_10,POFs,Spawning,Spent,SLIDE_IDENTIFIER,highest_o_stage,Max_mat_stage
2015,10/3/2015 0:00,2,35.1091877,-121.4864693,505.38,2,f,26,26,26,0.28,,1,1,1,0.05,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,0,0,12099,5,4
2015,10/5/2015 0:00,2,34.92525165,-121.0602796,437.74,2,f,26,26,26,0.3,,1,1,1,0.01,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,0,0,11948,5,4
2015,7/5/2015 0:00,1,34.76335583,-121.29039,552.5,2,f,26,26,26,0.28,,0,1,1,0.15,Y,Y,Y,N,N,N,N,N,N,N,N,Y,0,0,11160,3,2
2015,7/5/2015 0:00,1,34.78214603,-121.2552341,443.2,2,f,26,26,26,0.3,,1,1,1,0.1,Y,Y,Y,N,N,N,N,N,N,N,N,Y,0,1,11250,11,7
2015,9/4/2015 0:00,2,45.37642264,-124.6771829,439.28,1,f,26,26,26,0.26,,0,1,1,0.1,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,0,1,11998,11,7
2015,8/28/2015 0:00,2,46.79696,-124.9067133,477.49,1,f,26,26,26,0.32,,1,1,0,0.05,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,11537,4.1,3
2015,7/1/2015 0:00,1,37.03061917,-122.6826275,445.89,2,f,26,26,26,0.34,,1,0,0,0.99,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11303,3,2
2015,5/28/2015 0:00,1,47.58632162,-125.1113901,455.37,1,f,26,26,26,0.28,,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11013,3,2
2015,6/1/2015 0:00,1,45.03861833,-124.69186,375.57,1,f,26,26,26,0.26,,0,0,0,0.1,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8725,3,2
2016,6/11/2016 14:00,1,42.20012492,-124.6669927,462.2,1,F,26,26,26,0.3,,1,1,0,0.9,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,0,0,8090105,5,4
2016,6/3/2016 14:47,1,44.85324335,-124.8244662,366,1,F,26,26,26,0.26,,1,1,0,0.15,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,20049005.1,4.1,3
2016,6/29/2016 11:01,1,37.27703959,-122.9630357,469.9,2,F,25.5,25.5,25.5,0.24,,1,1,1,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,Y,0,1,20123080,11,7
2016,5/22/2016 9:46,1,45.56223145,-124.7072351,453.9,1,F,25.5,25.5,25.5,0.24,,1,1,0,0.5,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,20006007,4.1,3
2016,5/22/2016 9:46,1,45.56223145,-124.7072351,453.9,1,F,25.5,25.5,25.5,0.22,,1,1,0,0.5,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,20006009,4.1,3
2016,6/29/2016 6:47,1,37.47142858,-123.0312305,512.1,2,F,25.5,25.5,25.5,0.26,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8130063,3,2
2012,7/5/2012,1,34.8622409,-121.2966302,437.4,2,f,25,25,25,0.2,21,1,1,1,0.2,Y,Y,Y,N,N,N,N,N,N,N,N,Y,0,1,2989,11,7
2012,7/3/2012,1,34.71975242,-120.9841594,419.2,2,f,25,25,25,0.24,24,1,1,1,0.15,Y,Y,Y,N,N,N,N,N,N,N,N,Y,0,1,2773,11,7
2013,9/6/2013,2,44.91822405,-124.7160579,409.5,1,f,25,25,25,0.28,,1,1,1,0.2,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,0,0,6317,4.2,3
2013,7/3/2013,1,36.94066029,-122.4884016,525.6,2,f,25,25,25,0.26,,1,1,1,0.05,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,0,0,6071,5,4
2013,6/26/2013,1,39.07733285,-123.9862201,456.9,2,f,25,25,25,0.26,,1,1,1,0.02,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,0,0,6114,7,5
2013,6/2/2013,1,45.12692383,-124.4828616,366.9,1,f,25,25,25,0.3,,1,1,1,0,N,N,N,N,N,N,N,N,N,Y,Y,N,1,0,3035,10,6
2013,5/25/2013,1,45.38069512,-124.6728558,434.1,1,f,25,25,25,0.24,,1,0,0,0.2,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,3469,3,2
2013,6/2/2013,1,45.12692383,-124.4828616,366.9,1,f,25,25,25,0.24,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,3032,3,2
2013,7/6/2013,1,35.604475,-121.369546,368.9,2,f,25,25,25,0.24,,0,0,0,0.5,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,6009,3,2
2014,7/1/2014,1,37.30951516,-122.9227246,363,2,f,25,25,25,0.28,,1,1,1,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,Y,0,1,8281,11,7
2014,7/1/2014,1,37.2800878,-122.9417445,416.7,2,f,25,25,25,0.26,,1,1,1,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,Y,0,1,8427,11,7
2014,6/23/2014,1,39.41802973,-124.0109821,482.6,2,f,25,25,25,0.24,,1,1,0,0.4,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,0,0,6804,5,4
2014,6/6/2014,1,45.23713641,-124.5329401,434,1,f,25,25,25,0.28,,1,1,0,0.01,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,8346,4.1,3
2014,9/26/2014,2,36.54976083,-122.0347192,515.1,2,f,25,25,25,0.26,,0,1,0,0.05,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,6746,4.1,3
2014,6/11/2014,1,43.24840261,-124.7959536,397.3,1,f,25,25,25,0.24,,1,0,0,0.15,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8522,3,2
2015,6/19/2015 0:00,1,41.81578167,-124.5206983,407.17,1,f,25,25,25,0.3,,1,1,1,0.15,Y,Y,Y,N,N,N,N,N,N,N,N,Y,0,1,8598,11,7
2015,6/21/2015 0:00,1,39.77547291,-124.0964472,433.5,2,f,25,25,25,0.28,,1,1,1,0.15,Y,Y,Y,N,N,N,N,N,N,N,N,Y,0,1,11079,11,7
2015,6/19/2015 0:00,1,41.81578167,-124.5206983,407.17,1,f,25,25,25,0.26,,1,1,1,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,Y,0,1,8457,11,7
2015,6/18/2015 0:00,1,42.11778167,-124.649645,468.68,1,f,25,25,25,0.26,,1,1,0,0.75,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,11092,4.1,3
2015,6/6/2015 0:00,1,44.70712794,-124.8049996,414.7,1,f,25,25,25,0.26,,1,1,0,0.5,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,8764,4.1,3
2015,7/4/2015 0:00,1,34.97761333,-121.4760558,516.76,2,f,25,25,25,0.26,,1,1,0,0.05,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,41093,4.1,3
2015,6/6/2015 0:00,1,44.70712794,-124.8049996,414.7,1,f,25,25,25,0.28,,1,0,0,0.15,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8832,3,2
2015,7/3/2015 0:00,1,35.9943798,-121.6457569,519.85,2,f,25,25,25,0.22,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11030,3,2
2015,7/2/2015 0:00,1,36.17614368,-121.8047437,453.2,2,f,25,25,25,0.24,,0,0,0,0.3,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11357,3,2
2016,6/29/2016 6:47,1,37.47142858,-123.0312305,512.1,2,F,25,25,25,0.28,,1,1,0,0.7,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,8130064,4.1,3
2016,6/18/2016 19:23,1,40.56996468,-124.6992329,463.2,1,F,24.5,24.5,24.5,0.28,,1,1,1,0.05,Y,Y,Y,N,N,N,Y,N,N,N,N,Y,0,1,8107024,11,7
2012,8/19/2012,2,45.40675083,-124.5754329,390.1,1,f,24,24,24,0.22,9,1,1,1,0.2,Y,Y,Y,N,N,N,N,N,N,N,N,Y,0,1,2898,11,7
2012,7/5/2012,1,34.8622409,-121.2966302,437.4,2,f,24,24,24,0.22,14,1,1,1,0.2,Y,Y,Y,N,N,N,N,N,N,N,N,Y,0,1,2985,11,7
2012,7/5/2012,1,34.8622409,-121.2966302,437.4,2,f,24,24,24,0.2,17,1,1,1,0.2,Y,Y,Y,N,N,N,Y,N,N,N,N,Y,0,1,2994,11,7
2012,6/4/2012,1,45.60369065,-124.6774138,412.1,1,f,24,24,24,0.24,15,1,1,1,0.1,Y,Y,N,N,N,N,N,N,Y,Y,N,Y,1,0,2505,9,6
2012,6/29/2012,1,37.10840148,-122.7892639,518.4,2,f,24,24,24,0.2,10,1,1,0,0.5,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,0,0,2791,7,5
2012,5/28/2012,1,46.08653052,-124.8224701,452,1,f,24,24,24,0.22,8,1,1,0,0.3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,2501,4.1,3
2012,7/5/2012,1,34.7284353,-121.1789127,544.7,2,f,24,24,24,0.22,19,1,1,0,0.1,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,2998,4.1,3
2012,8/19/2012,2,45.4042875,-124.5311875,410.1,1,f,24,24,24,0.24,12,1,0,0,0.15,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2890,3,2
2012,6/22/2012,1,40.88857222,-124.4909711,440.7,1,f,24,24,24,0.22,11,1,0,0,0.15,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2759,3,2
2012,6/23/2012,1,40.4522642,-124.6340745,495.5,1,f,24,24,24,0.2,17,1,0,0,0.1,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2787,3,2
2012,5/28/2012,1,46.08653052,-124.8224701,452,1,f,24,24,24,0.2,11,1,0,0,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2281,3,2
2012,8/19/2012,2,45.40675083,-124.5754329,390.1,1,f,24,24,24,0.2,11,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2864,3,2
2012,6/22/2012,1,40.88857222,-124.4909711,440.7,1,f,24,24,24,0.2,23,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2719,3,2
2012,7/5/2012,1,34.8622409,-121.2966302,437.4,2,f,24,24,24,0.14,16,0,0,0,0.1,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2999,3,2
2013,7/6/2013,1,35.83624965,-121.5307786,420.1,2,f,24,24,24,0.24,,1,1,1,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,Y,0,1,5993,11,7
2013,7/6/2013,1,35.604475,-121.369546,368.9,2,f,24,24,24,0.22,,0,1,1,0.6,Y,Y,Y,N,N,N,N,N,N,N,N,Y,0,1,6005,11,7
2013,6/7/2013,1,44.96291745,-124.5101895,400.5,1,f,24,24,24,0.22,,1,1,0,0.75,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,3507,4.1,3
2013,7/6/2013,1,35.604475,-121.369546,368.9,2,f,24,24,24,0.22,,1,0,0,0.3,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,6065,3,2
2013,6/12/2013,1,43.41282423,-124.7181235,450.8,1,f,24,24,24,0.2,,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,6097,3,2
2014,9/26/2014,2,36.54976083,-122.0347192,515.1,2,f,24,24,24,0.24,,1,1,0,0.05,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,6742,4.1,3
2014,6/23/2014,1,39.41802973,-124.0109821,482.6,2,f,24,24,24,0.22,,1,0,0,0.3,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,6912,3,2
2014,6/18/2014,1,41.76655882,-124.5135271,392.4,1,f,24,24,24,0.2,,1,0,0,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8690,3,2
2014,7/2/2014,1,37.16071956,-122.8743407,439.1,2,f,24,24,24,0.2,,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,6960,3,2
2014,9/29/2014,2,35.01982966,-121.4399853,446.8,2,f,24,24,24,0.2,,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,6922,3,2
2014,6/8/2014,1,44.87532786,-124.7262703,400,1,f,24,24,24,0.2,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8295,3,2
2014,7/6/2014,1,34.89912527,-121.2848929,471.4,2,f,24,24,24,0.22,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8679,3,2
2015,10/12/2015 0:00,2,33.98578615,-120.5073275,449.57,2,f,24,24,24,0.2,,1,1,1,0.01,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,0,0,11600,6,4
2015,10/5/2015 0:00,2,34.92525165,-121.0602796,437.74,2,f,24,24,24,0.24,,1,1,1,0.1,Y,Y,Y,N,N,N,N,N,N,N,N,Y,0,1,11959,11,7
2015,6/19/2015 0:00,1,41.81578167,-124.5206983,407.17,1,f,24,24,24,0.2,,1,1,1,0.05,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,0,1,8477,11,7
2015,6/21/2015 0:00,1,39.77547291,-124.0964472,433.5,2,f,24,24,24,0.22,,1,1,1,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,Y,0,1,11004,11,7
2015,6/21/2015 0:00,1,39.77547291,-124.0964472,433.5,2,f,24,24,24,0.2,,1,1,1,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,Y,0,1,11018,11,7
2015,6/19/2015 0:00,1,41.81578167,-124.5206983,407.17,1,f,24,24,24,0.24,,1,1,1,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,Y,0,1,8398,11,7
2015,6/21/2015 0:00,1,39.77547291,-124.0964472,433.5,2,f,24,24,24,0.26,,1,1,1,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,Y,0,1,11034,11,7
2015,6/22/2015 0:00,1,39.44882099,-124.00755,472.79,2,f,24,24,24,0.22,,1,1,1,0.01,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,1,0,11691,10,6
2015,8/24/2015 0:00,2,46.63855944,-124.8094389,447.42,1,f,24,24,24,0.24,,1,1,0,0.15,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,12182,4.1,3
2015,9/21/2015 0:00,2,39.37754172,-124.0071518,462.46,2,f,24,24,24,0.22,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,12204,3,2
2016,6/11/2016 14:00,1,42.20012492,-124.6669927,462.2,1,F,24,24,24,0.22,,1,1,0,0.3,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,8090106,4.1,3
2016,7/2/2016 8:48,1,35.59719018,-121.4121957,473.8,2,F,24,24,24,0.2,,1,1,0,0.25,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,20136117,4.1,3
2016,7/14/2016 15:26,1,32.73278632,-120.0673052,513.8,2,F,24,24,24,0.18,,1,1,0,0.2,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,20182065,4.1,3
2016,6/29/2016 11:01,1,37.27703959,-122.9630357,469.9,2,F,24,24,24,0.2,,1,0,0,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,20123082,3,2
2016,7/14/2016 10:56,1,33.14705098,-120.3486287,530.4,2,F,24,24,24,0.22,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,20181058,3,2
2016,5/22/2016 6:36,1,45.27605795,-124.5075448,412.3,1,F,23.5,23.5,23.5,0.24,,1,1,1,0.1,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,0,1,8007012,11,7
2016,6/20/2016 15:27,1,39.33768527,-124.0068676,463.9,2,F,23.5,23.5,23.5,0.2,,1,1,1,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,Y,0,1,20111054,11,7
2016,5/21/2016 18:09,1,45.5407908,-124.6689921,441.1,1,F,23.5,23.5,23.5,0.24,,1,1,0,0.5,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,8005009,4.1,3
2016,5/22/2016 9:46,1,45.56223145,-124.7072351,453.9,1,F,23.5,23.5,23.5,0.22,,1,1,0,0.02,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,20006008,4.1,3
2016,6/8/2016 9:00,1,43.68461177,-124.6682683,406.2,1,F,23.5,23.5,23.5,0.22,,1,1,0,0.01,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,8074047,4.1,3
2016,6/29/2016 6:47,1,37.47142858,-123.0312305,512.1,2,F,23.5,23.5,23.5,0.2,,1,0,0,0.1,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8130066,3,2
2012,9/6/2012,2,43.58712672,-124.6801944,434.9,1,f,23,23,23,0.22,13,1,0,0,0.2,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2976,3,2
2012,7/3/2012,1,35.02146115,-121.1356959,551.2,2,f,23,23,23,0.18,13,1,0,0,0.1,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2731,3,2
2012,8/19/2012,2,45.40675083,-124.5754329,390.1,1,f,23,23,23,0.2,9,1,0,0,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2862,3,2
2012,9/17/2012,2,40.76656508,-124.5151104,381.2,1,f,23,23,23,0.2,10,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2334,3,2
2013,7/6/2013,1,35.604475,-121.369546,368.9,2,f,23,23,23,0.2,,1,1,1,0.2,Y,Y,Y,N,N,N,N,N,N,N,N,Y,0,1,6053,11,7
2013,6/26/2013,1,39.07733285,-123.9862201,456.9,2,f,23,23,23,0.22,,1,1,0,0.4,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,6110,4.1,3
2013,7/7/2013,1,34.92329876,-121.0764174,433.1,2,f,23,23,23,0.18,,1,1,0,0.05,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,6066,4.1,3
2013,6/2/2013,1,45.12692383,-124.4828616,366.9,1,f,23,23,23,0.18,,1,0,0,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,3026,3,2
2013,6/2/2013,1,45.12692383,-124.4828616,366.9,1,f,23,23,23,0.2,,1,0,0,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,3048,3,2
2013,7/6/2013,1,35.44742011,-121.2031531,349.6,2,f,23,23,23,0.2,,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,6061,3,2
2014,9/29/2014,2,35.01982966,-121.4399853,446.8,2,f,23,23,23,0.22,,1,1,1,0.02,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,0,0,8254,5,4
2014,7/14/2014,1,34.26628583,-120.5747675,508.3,2,f,23,23,23,0.2,,1,1,1,0.02,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,0,0,8665,7,5
2014,7/1/2014,1,37.2800878,-122.9417445,416.7,2,f,23,23,23,0.18,,1,0,0,0.4,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8374,3,2
2014,6/8/2014,1,45.03222179,-124.522959,388.7,1,f,23,23,23,0.2,,1,0,0,0.15,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,6884,3,2
2014,8/24/2014,2,45.57503776,-124.6255564,425.9,1,f,23,23,23,0.2,,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8467,3,2
2014,9/6/2014,2,44.86554237,-124.8693339,424.8,1,f,23,23,23,0.18,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8734,3,2
2014,9/29/2014,2,35.01982966,-121.4399853,446.8,2,m,23,23,23,0.18,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,6807,3,2
2014,7/6/2014,1,35.09219059,-121.4019449,503,2,f,23,23,23,0.22,,0,0,0,0.15,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,6809,3,2
2015,10/5/2015 0:00,2,34.83341921,-121.2918097,444.32,2,f,23,23,23,0.2,,1,1,1,0.02,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,0,0,11442,5,4
2015,6/19/2015 0:00,1,41.81578167,-124.5206983,407.17,1,f,23,23,23,0.24,,1,1,1,0.01,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,0,1,8465,11,7
2015,7/5/2015 0:00,1,34.78214603,-121.2552341,443.2,2,f,23,23,23,0.18,,1,1,1,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,Y,0,1,11267,11,7
2015,6/6/2015 0:00,1,44.70712794,-124.8049996,414.7,1,f,23,23,23,0.22,,1,0,0,0.3,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8987,3,2
2015,6/6/2015 0:00,1,45.00722302,-124.5498548,428.63,1,f,23,23,23,0.2,,1,0,0,0.2,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11158,3,2
2015,8/23/2015 0:00,2,44.81809062,-124.7784689,415.38,1,f,23,23,23,0.22,,1,0,0,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11789,3,2
2015,6/22/2015 0:00,1,39.44882099,-124.00755,472.79,2,f,23,23,23,0.18,,1,0,0,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11701,3,2
2015,7/4/2015 0:00,1,34.97761333,-121.4760558,516.76,2,f,23,23,23,0.18,,1,0,0,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,41160,3,2
2015,6/6/2015 0:00,1,44.70712794,-124.8049996,414.7,1,f,23,23,23,0.18,,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8722,3,2
2015,7/2/2015 0:00,1,36.17614368,-121.8047437,453.2,2,f,23,23,23,0.2,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11318,3,2
2016,6/21/2016 15:38,1,39.03949343,-123.986883,470.9,2,F,23,23,23,0.22,,1,1,1,0.1,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,0,0,8121043,4.2,3
2016,6/29/2016 6:47,1,37.47142858,-123.0312305,512.1,2,F,23,23,23,0.16,,1,0,0,0.05,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,8130065,4.1,3
2016,6/29/2016 13:32,1,37.27513288,-122.9880787,534.1,2,F,23,23,23,0.2,,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,20124089,3,2
2016,6/29/2016 11:01,1,37.27703959,-122.9630357,469.9,2,F,22.5,22.5,22.5,0.16,,0,1,1,0.2,Y,Y,Y,N,N,N,N,N,N,N,N,Y,0,0,20123083,3,2
2012,7/1/2012,1,35.63737441,-121.418349,433.8,2,f,22,22,22,0.2,8,1,1,1,0.1,Y,Y,Y,N,N,N,N,N,N,N,N,Y,0,1,2761,11,7
2012,10/14/2012,2,33.08481083,-118.7077925,490.6,2,f,22,22,22,0.14,13,1,0,0,0.1,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2432,3,2
2012,8/19/2012,2,45.4042875,-124.5311875,410.1,1,f,22,22,22,0.14,8,1,0,0,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2858,3,2
2012,7/3/2012,1,35.02146115,-121.1356959,551.2,2,f,22,22,22,0.16,14,1,0,0,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2790,3,2
2012,7/1/2012,1,35.93396677,-121.5740541,427.8,2,f,22,22,22,0.18,7,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,4316,3,2
2012,10/14/2012,2,33.08481083,-118.7077925,490.6,2,f,22,22,22,0.16,14,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,3042,3,2
2012,9/28/2012,2,37.03460567,-122.6926592,474.1,2,f,22,22,22,0.16,12,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2818,3,2
2012,10/10/2012,2,33.81778474,-120.1910723,465.6,2,f,22,22,22,0.16,16,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,3025,3,2
2013,6/12/2013,1,43.41282423,-124.7181235,450.8,1,f,22,22,22,0.18,,1,1,0,0.02,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,6105,4.1,3
2013,7/7/2013,1,34.92329876,-121.0764174,433.1,2,f,22,22,22,0.14,,1,0,0,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,6022,3,2
2014,9/6/2014,2,44.83486143,-124.7909624,414.1,1,f,22,22,22,0.18,,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8728,3,2
2014,6/11/2014,1,43.24840261,-124.7959536,397.3,1,f,22,22,22,0.16,,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8710,3,2
2014,6/6/2014,1,45.23713641,-124.5329401,434,1,f,22,22,22,0.18,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8345,3,2
2014,6/8/2014,1,45.03222179,-124.522959,388.7,1,f,22,22,22,0.18,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8314,3,2
2014,9/6/2014,2,44.86554237,-124.8693339,424.8,1,f,22,22,22,0.16,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8735,3,2
2015,10/3/2015 0:00,2,35.09564194,-121.0743057,502.54,2,f,22,22,22,0.18,,1,1,1,0.15,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,0,0,11594,4.2,3
2015,7/1/2015 0:00,1,37.2092764,-122.9034214,400.17,2,f,22,22,22,0.16,,1,1,1,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,Y,0,1,11321,11,7
2015,9/13/2015 0:00,2,42.77053229,-124.759882,380.83,1,f,22,22,22,0.18,,1,1,0,0.1,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,11844,4.1,3
2015,9/21/2015 0:00,2,39.37754172,-124.0071518,462.46,2,f,22,22,22,0.16,,1,1,0,0.05,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,12161,4.1,3
2015,7/1/2015 0:00,1,37.2092764,-122.9034214,400.17,2,f,22,22,22,0.16,,1,1,0,0.05,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,11323,4.1,3
2015,8/24/2015 0:00,2,46.63855944,-124.8094389,447.42,1,f,22,22,22,0.16,,1,0,0,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,12159,3,2
2015,6/20/2015 0:00,1,41.26716083,-124.4343633,374.29,1,f,22,22,22,0.16,,1,0,0,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8924,3,2
2015,6/1/2015 0:00,1,45.09751917,-124.6072008,413.4,1,f,22,22,22,0.18,,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8766,3,2
